primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant	The Cheese Mites, or Lilliputians in a London Restaurant	0	1901	\N	1	Comedy,Short
The Countryman's First Sight of the Animated Pictures	The Countryman and the Cinematograph	0	1901	\N	1	Comedy,Short
Danses basques	Danses basques	0	1901	\N	\N	Short
Day at the Circus	Day at the Circus	0	1901	\N	\N	Documentary,Short
Execution of Czolgosz with Panorama of Auburn Prison	Execution of Czolgosz with Panorama of Auburn Prison	0	1901	\N	4	Drama,History,Short
Exercício de Artilharia no Hipódromo de Belém	Exercício de Artilharia no Hipódromo de Belém	0	1901	\N	\N	Documentary,Short
Fire!	Fire!	0	1901	\N	5	Drama,Short
Frivolité	Frivolité	0	1901	\N	\N	Short
The Haunted Curiosity Shop	The Haunted Curiosity Shop	0	1901	\N	2	Comedy,Fantasy,Horror
History of a Crime	Histoire d'un crime	0	1901	\N	5	Crime,Drama,Short
The India Rubber Head	L'homme à la tête en caoutchouc	0	1901	\N	3	Comedy,Fantasy,Short
Hussards et grisettes	Hussards et grisettes	0	1901	\N	\N	Short
Lavatory moderne	Lavatory moderne	0	1901	\N	\N	Short
Lecture quotidienne	Lecture quotidienne	0	1901	\N	\N	Short
Magical Sword	The Magic Sword	0	1901	\N	2	Fantasy,Romance,Short
Panorama of Esplanade by Night	Panorama of Esplanade by Night	0	1901	\N	1	Documentary,Short
Parada de Bombeiros	Parada de Bombeiros	0	1901	\N	\N	Documentary,Short
Uma Parada dos Alunos da Casa Pia de Lisboa	Uma Parada dos Alunos da Casa Pia de Lisboa	0	1901	\N	\N	Documentary,Short
Pas de colombine	Pas de colombine	0	1901	\N	\N	Short
Little Red Riding Hood	Le petit chaperon rouge	0	1901	\N	\N	Fantasy,Short
A Road for Children's Bicycles in Barcelona	Pista de bicicletas para niños en Barcelona	0	1901	\N	3	Documentary,Short
Scrooge; or Marley's Ghost	Scrooge; or Marley's Ghost	0	1901	\N	6	Drama,Fantasy,Short
Scène d'amour	Scène d'amour	0	1901	\N	\N	Short
Scène d'ivresse	Scène d'ivresse	0	1901	\N	\N	Short
The Devil's Seven Castles	Les sept châteaux du diable	0	1904	\N	11	Drama,Horror,Short
Tel est pris qui croyait prendre	Tel est pris qui croyait prendre	0	1901	\N	\N	Short
Uma Tourada à Antiga Portuguesa	Uma Tourada à Antiga Portuguesa	0	1901	\N	\N	Documentary,Short
A táncz	A táncz	0	1901	\N	\N	Documentary,Short
Undressing Extraordinary	Undressing Extraordinary	0	1901	\N	3	Comedy,Fantasy,Short
Les vagues	Les vagues	0	1901	\N	\N	Short
Visita de la escuadra inglesa a Barcelona	Visita de la escuadra inglesa a Barcelona	0	1901	\N	6	Documentary,Short
Sleeping Beauty	La belle au bois dormant	0	1903	\N	\N	Drama,Fantasy,Short
Buffalo Bill's Wild West Show	Buffalo Bill's Wild West Show	0	1902	\N	\N	News,Short
Carnaval en las ramblas	Carnaval en las ramblas	0	1902	\N	9	Documentary,Short
Carreras de caballos en el hipódromo de Barcelona	Carreras de caballos en el hipódromo de Barcelona	0	1902	\N	6	Documentary,Short
Les chiens savants	Les chiens savants	0	1902	\N	3	Documentary,Short
Les clowns	Les clowns	0	1902	\N	\N	Comedy,Short
La cour des miracles	La cour des miracles	0	1902	\N	\N	Comedy,Short
The Coronation of King Edward VII	The Coronation of Edward VII	0	1902	\N	4	History,Short
Danse excentrique	Danse excentrique	0	1902	\N	\N	Short
Danse fantaisiste	Danse fantaisiste	0	1902	\N	\N	Short
Danse mauresque	Danse mauresque	0	1902	\N	\N	Short
La dent récalcitrante	La dent récalcitrante	0	1902	\N	\N	Comedy,Short
The Enchanted Cup	The Enchanted Cup	0	1903	\N	\N	Fantasy,Short
En faction	En faction	0	1902	\N	\N	Comedy,Short
Farces de cuisinière	Farces de cuisinière	0	1902	\N	\N	Comedy,Short
La fiole enchantée	La fiole enchantée	0	1902	\N	\N	Short
Fruits de saison	Fruits de saison	0	1902	\N	\N	Short
La gavotte	La gavotte	0	1902	\N	\N	Short
La gigue	La gigue	0	1902	\N	\N	Short
Jack and the Beanstalk	Jack and the Beanstalk	0	1902	\N	10	Fantasy,Short
Le lion savant	Le lion savant	0	1902	\N	\N	Comedy,Short
Le marchand de ballons	Le marchand de ballons	0	1902	\N	\N	Comedy,Short
Mother Goose Nursery Rhymes	Mother Goose Nursery Rhymes	0	1902	\N	\N	Comedy,Short
Le pommier	Le pommier	0	1902	\N	\N	Short
Pour secouer la salade	Pour secouer la salade	0	1902	\N	\N	Short
La première gamelle	La première gamelle	0	1902	\N	\N	Comedy,Short
The Prince of Darkness	The Prince of Darkness	0	1900	\N	\N	Horror,Short
Procesión de las hijas de María de la parroquia de Sans	Procesión de las hijas de María de la parroquia de Sans	0	1902	\N	\N	Documentary,Short
Quadrille réaliste	Quadrille réaliste	0	1902	\N	\N	Short
Midwife to the Upper Classes	Sage-femme de première classe	0	1902	\N	4	Comedy,Short
Demolishing and Building Up the Star Theatre	Demolishing and Building Up the Star Theatre	0	1901	\N	2	Documentary,Short
Trompé mais content	Trompé mais content	0	1902	\N	\N	Comedy,Short
The Troublesome Fly	The Troublesome Fly	0	1900	\N	\N	Comedy,Horror,Short
The Devil's Money Bags	Les trésors de satan	0	1902	\N	3	Comedy,Fantasy,Horror
Uncle Josh at the Moving Picture Show	Uncle Josh at the Moving Picture Show	0	1902	\N	2	Comedy,Short
A Peculiar Cabinet	Une scène en cabinet particulier vue à travers le trou de la serrure	0	1902	\N	\N	Short
Alcohol and Its Victims	Les victimes de l'alcoolisme	0	1902	\N	4	Drama,Short
A Trip to the Moon	Le voyage dans la lune	0	1902	\N	13	Action,Adventure,Comedy
The Wild Man of Borneo	The Wild Man of Borneo	0	1902	\N	\N	Drama,Short
L'équilibriste	L'équilibriste	0	1902	\N	\N	Short
Alice in Wonderland	Alice in Wonderland	0	1903	\N	8	Fantasy,Short
Les apaches pas veinards	Les apaches pas veinards	0	1903	\N	\N	Short
Les aventures d'un voyageur trop pressé	Les aventures d'un voyageur trop pressé	0	1903	\N	\N	Short
The Enchanted Box	La boîte à malice	0	1903	\N	1	Fantasy,Short
Les braconniers	Les braconniers	0	1903	\N	\N	Short
Buffalo Bill's Parade	Buffalo Bill's Parade	0	1903	\N	\N	Documentary,Short
Buffalo Bill's Street Parade	Buffalo Bill's Street Parade	0	1903	\N	\N	Documentary,Short
Cake-walk de la pendule	Cake-walk de la pendule	0	1903	\N	\N	Short
Carreras de bicicletas en el parque	Carreras de bicicletas en el parque	0	1903	\N	\N	Documentary,Short
La chasse au cambrioleur	La chasse au cambrioleur	0	1903	\N	\N	Short
A Chess Dispute	A Chess Dispute	0	1903	\N	1	Comedy,Short
Comme on fait son lit on se couche	Comme on fait son lit on se couche	0	1903	\N	\N	Short
How Monsieur Takes His Bath	Comment monsieur prend son bain	0	1903	\N	1	Comedy,Short
Compagnons de voyage encombrants	Compagnons de voyage encombrants	0	1903	\N	\N	Short
Dorothy's Dream	Dorothy's Dream	0	1903	\N	\N	Fantasy,Short
Enlèvement en automobile et mariage précipité	Enlèvement en automobile et mariage précipité	0	1903	\N	\N	Short
An Extraordinary Cab Accident	An Extraordinary Cab Accident	0	1903	\N	1	Comedy,Short
Faust et Méphistophélès	Faust et Méphistophélès	0	1903	\N	2	Drama,Horror,Short
Le fiancé ensorcelé	Le fiancé ensorcelé	0	1903	\N	\N	Short
The Great Train Robbery	The Great Train Robbery	0	1903	\N	11	Action,Crime,Short
La guirlande merveilleuse	La guirlande merveilleuse	0	1903	\N	4	Fantasy,Short
Gulliver en el país de los gigantes	Gulliver en el país de los gigantes	0	1903	\N	\N	Short
Capital Execution	Henrettelsen	0	1903	\N	\N	Drama,Short
Hiawatha	Hiawatha, the Messiah of the Ojibway	0	1903	\N	15	Adventure,Drama,Short
Illusionniste renversant	Illusionniste renversant	0	1903	\N	\N	Short
Jocko musicien	Jocko musicien	0	1903	\N	\N	Short
Kit Carson	Kit Carson	0	1903	\N	21	Short,Western
Life of an American Fireman	Life of an American Fireman	0	1903	\N	6	Action,Short
Le liqueur du couvent	Le liqueur du couvent	0	1903	\N	\N	Short
Lutteurs américains	Lutteurs américains	0	1903	\N	\N	Short
La main du professeur Hamilton ou le roi des dollars	La main du professeur Hamilton ou le roi des dollars	0	1903	\N	\N	Short
Mary Jane's Mishap	Mary Jane's Mishap	0	1903	\N	4	Comedy,Short
The Messenger Boy's Mistake	The Messenger Boy's Mistake	0	1903	\N	2	Comedy,Romance,Short
Modelage express	Modelage express	0	1903	\N	\N	Short
La mouche	La mouche	0	1903	\N	\N	Short
The Music Lover	Le mélomane	0	1903	\N	3	Comedy,Music,Short
N.Y. Fire Department Returning	N.Y. Fire Department Returning	0	1903	\N	\N	Documentary,Short
Ne bougeons plus	Ne bougeons plus	0	1903	\N	\N	Short
Nos bons étudiants	Nos bons étudiants	0	1903	\N	\N	Short
Panorama of Riker's Island, N.Y.	Panorama of Riker's Island, N.Y.	0	1903	\N	2	Documentary,Short
The Pioneers	The Pioneers	0	1903	\N	15	Short,Western
Potage indigeste	Potage indigeste	0	1903	\N	\N	Short
La poule fantaisiste	La poule fantaisiste	0	1903	\N	\N	Short
Puerto de Barcelona	Puerto de Barcelona	0	1903	\N	1	Documentary,Short
Rip Van Winkle	Rip Van Winkle	0	1903	\N	4	Comedy,Short
Fairyland; or, the Kingdom of the Fairies	Le royaume des fées	0	1903	\N	16	Adventure,Fantasy,Short
Répétition dans un cirque	Répétition dans un cirque	0	1903	\N	\N	Short
Secours aux naufragés	Secours aux naufragés	0	1903	\N	\N	Short
Service précipité	Service précipité	0	1903	\N	\N	Short
The Sick Kitten	The Sick Kitten	0	1903	\N	1	Comedy,Family,Short
Les surprises de l'affichage	Les surprises de l'affichage	0	1903	\N	\N	Short
Uncle Tom's Cabin	Uncle Tom's Cabin	0	1903	\N	13	Drama,Short
Uncle Tom's Cabin	Uncle Tom's Cabin	0	1903	\N	\N	Drama,Short
La valise enchantée	La valise enchantée	0	1905	\N	\N	Short
Le voleur sacrilège	Le voleur sacrilège	0	1903	\N	\N	Short
Voyage of the 'Arctic'	The Adventurous Voyage of 'The Arctic'	0	1903	\N	10	Drama,Short
Après la fête	Après la fête	0	1904	\N	\N	Short
L'assassinat du courrier de Lyon	L'assassinat du courrier de Lyon	0	1904	\N	\N	Drama,Short
Behind the Scenes	Behind the Scenes	0	1904	\N	\N	Comedy,Short
Rum vs. Cherries	Buy Your Own Cherries	0	1904	\N	4	Drama,Short
Le coffre enchanté	Le coffre enchanté	0	1904	\N	3	Fantasy,Short
A Collier's Life	A Collier's Life	0	1904	\N	\N	Short
Comment on disperse les foules	Comment on disperse les foules	0	1904	\N	\N	Comedy,Short
Les deux rivaux	Les deux rivaux	0	1904	\N	\N	Comedy,Short
Les enfants du miracle	Les enfants du miracle	0	1904	\N	\N	Short
La gavotte de la reine	La gavotte de la reine	0	1904	\N	\N	Short
A Gentleman of France	A Gentleman of France	0	1905	\N	5	Drama,Short
The Great Train Robbery	The Great Train Robbery	0	1903	\N	12	Short,Western
The Land Beyond the Sunset	The Land Beyond the Sunset	0	1912	\N	14	Drama,Fantasy,Short
La leçon de pipeau	La leçon de pipeau	0	1904	\N	\N	Short
L'oiseau envolé	L'oiseau envolé	0	1904	\N	\N	Short
Opening the Williamsburg Bridge	Opening the Williamsburg Bridge	0	1904	\N	\N	News,Short
Personal	Personal	0	1904	\N	6	Comedy,Short
Pierrot, Murderer	Pierrot assassin	0	1904	\N	\N	Short
Le pompon malencontreux	Le pompon malencontreux	0	1904	\N	\N	Short
The Pearl Fisher	Le pêcheur de perles	0	1907	\N	12	Fantasy,Short
Railroad Smashup	Railroad Smashup	0	1904	\N	\N	Action,Short
A Railway Tragedy	A Railway Tragedy	0	1904	\N	5	Crime,Short
Rescued by Rover	Rescued by Rover	0	1905	\N	7	Drama,Family,Short
The Impossible Voyage	Le voyage à travers l'impossible	0	1904	\N	24	Action,Adventure,Family
The Abductors	The Abductors	0	1905	\N	\N	Short
Adventures of Sherlock Holmes	Adventures of Sherlock Holmes	0	1905	\N	\N	Crime,Drama,Mystery
Bohemios	Bohemios	0	1905	\N	100	\N
Corrida de beneficencia en Zaragoza, por Quinito y Montes	Corrida de beneficencia en Zaragoza, por Quinito y Montes	0	1905	\N	2	Documentary,Short
Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza)	Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza)	0	1905	\N	\N	Documentary,Short
The Wig Chase	La course à la perruque	0	1906	\N	\N	Comedy,Short
The Effects of Too Much Scotch	D.T.'s, or the Effect of Drink	0	1905	\N	\N	Drama,Short
Departure of Peary and the Roosevelt from New York	Departure of Peary and the Roosevelt from New York	0	1905	\N	\N	News,Short
Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza)	Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza)	0	1905	\N	\N	Documentary,Short
The Inexperienced Chauffeur	Les débuts d'un chauffeur	0	1906	\N	\N	Comedy,Short
El dúo de la Africana	El dúo de la Africana	0	1905	\N	\N	Short
Esmeralda	Esmeralda	0	1905	\N	10	Drama,Short
Funeral of Hiram Cronk	Funeral of Hiram Cronk	0	1905	\N	\N	News,Short,War
Gigantes y cabezudos	Gigantes y cabezudos	0	1905	\N	\N	Documentary,Short
Los guapos de la Vaquería del Parque	Los guapos de la Vaquería del Parque	0	1905	\N	\N	Comedy,Short
Los guapos del parque	Los guapos del parque	0	1905	\N	6	Comedy,Short
The Electric Hotel	El hotel eléctrico	0	1908	\N	8	Animation,Fantasy,Sci-Fi
El húsar de la guardia	El húsar de la guardia	0	1905	\N	\N	Short
Juanito el forzudo	Juanito el forzudo	0	1905	\N	\N	Short
The Kleptomaniac	The Kleptomaniac	0	1905	\N	8	Crime,Drama,Short
The Life of Charles Peace	The Life of Charles Peace	0	1905	\N	\N	Biography,Crime,Short
The Little Train Robbery	The Little Train Robbery	0	1905	\N	12	Action,Crime,Family
The Moonshiners	The Moonshiners	0	1905	\N	\N	Action,Drama,Short
Moose Hunting in Newfoundland	Moose Hunting in Newfoundland	0	1905	\N	\N	Documentary,Short
New York Subway	New York Subway	0	1905	\N	6	Documentary,Short
Hanging at Jefferson City	Pendaison à Jefferson City	0	1910	\N	7	Short,Western
Pennsylvania Tunnel Excavation	Pennsylvania Tunnel Excavation	0	1905	\N	\N	Documentary,Short
Plaza de la Magdalena (Calles y plazas de Zaragoza)	Plaza de la Magdalena (Calles y plazas de Zaragoza)	0	1905	\N	\N	Documentary,Short
Raffles, the Amateur Cracksman	Raffles, the Amateur Cracksman	0	1905	\N	15	Adventure,Romance,Short
Reuben in the Opium Joint	Reuben in the Opium Joint	0	1905	\N	\N	Comedy,Short
Se da de comer	Se da de comer	0	1905	\N	\N	Comedy,Short
Los sitios de Chile	Los sitios de Chile	0	1905	\N	\N	Drama,Short,War
Torrero y la ribera (Calles y plazas de Zaragoza)	Torrero y la ribera (Calles y plazas de Zaragoza)	0	1905	\N	\N	Documentary,Short
The Wooing and Wedding of a Coon	The Wooing and Wedding of a Coon	0	1907	\N	\N	Comedy,Short
The '?' Motorist	The '?' Motorist	0	1906	\N	3	Comedy,Fantasy,Sci-Fi
The Anarchist's Mother-in-Law	Anarkistens svigermor	0	1906	\N	4	Comedy,Short
Apachentanz	Apachentanz	0	1906	\N	\N	Short
Arrival of Emigrants, Ellis Island	Arrival of Emigrants, Ellis Island	0	1906	\N	4	Documentary,Short
Bilbao, Portugalete y los Altos Hornos	Bilbao, Portugalete y los Altos Hornos	0	1906	\N	\N	Documentary,Short
Bonden i København	Bonden i København	0	1906	\N	\N	Short
Branden i Frihavnen	Branden i Frihavnen	0	1906	\N	\N	Short
Caros død	Caros død	0	1906	\N	6	Short
Cerveza gratis	Cerveza gratis	0	1906	\N	7	Comedy,Short
Christian IXS bisættelse	Christian IXS bisættelse	0	1906	\N	15	Documentary,Short
The Dancer's Dream	The Dancer's Dream	0	1906	\N	\N	Short
Dream of a Racetrack Fiend	Dream of a Racetrack Fiend	0	1906	\N	\N	Comedy,Short
Dream of a Rarebit Fiend	Dream of a Rarebit Fiend	0	1906	\N	7	Comedy,Fantasy,Short
Ferias en San Sebastián y Cabalgata en la Ría	Ferias en San Sebastián y Cabalgata en la Ría	0	1906	\N	\N	Documentary,Short
Fiskerliv i Norden	Fiskerliv i Norden	0	1906	\N	\N	Short
En foræring til min Kone	En foræring til min Kone	0	1906	\N	\N	Short
Proklamationen af Kong Frederik d. VIII	Proklamationen af Kong Frederik d. VIII	0	1906	\N	3	News,Short
Fæstningskrigen	Fæstningskrigen	0	1906	\N	\N	Short
The Hand of the Artist	The Hand of the Artist	0	1907	\N	\N	Animation,Short
The Haunted Hotel	The Haunted Hotel	0	1907	\N	5	Comedy,Fantasy,Horror
Humorous Phases of Funny Faces	Humorous Phases of Funny Faces	0	1906	\N	3	Animation,Comedy,Family
Den hvide slavinde	Den hvide slavinde	0	1907	\N	\N	Short
Hævnet	Hævnet	0	1907	\N	\N	Romance,Short
Kathleen Mavourneen	Kathleen Mavourneen	0	1906	\N	15	Drama,Romance,Short
Los kikos	Los kikos	0	1906	\N	\N	Documentary,Short
Konfirmanden	Konfirmanden	0	1906	\N	3	Short
Ladrones burlados	Ladrones burlados	0	1906	\N	\N	Short
The Life of a Cowboy	The Life of a Cowboy	0	1906	\N	13	Short,Western
Os Lusíadas	Os Lusíadas	0	1906	\N	\N	Short
Mellem Aber og Bjørne	Mellem Aber og Bjørne	0	1906	\N	\N	Short
A Modern Oliver Twist	A Modern Oliver Twist	0	1906	\N	\N	Drama,Short
The Night Before Christmas	The Night Before Christmas	0	1905	\N	9	Animation,Family,Fantasy
Professorens Morgenavis	Professorens Morgenavis	0	1906	\N	5	Short
The 400 Tricks of the Devil	Les quatre cents farces du diable	0	1906	\N	17	Fantasy,Horror,Short
Rosenborg Have	Rosenborg Have	0	1906	\N	\N	Short
Røverhøvdingens Flugt og Død	Røverhøvdingens Flugt og Død	0	1906	\N	\N	Drama,Short
San Francisco Disaster	San Francisco Disaster	0	1906	\N	3	Documentary,Short
The San Francisco Earthquake	The San Francisco Earthquake	0	1906	\N	14	Documentary,History,Short
Secreto de confesión	Secreto de confesión	0	1906	\N	7	Short
Den sorte maske	Den sorte maske	0	1906	\N	\N	Short
The Story of the Kelly Gang	The Story of the Kelly Gang	0	1906	\N	70	Biography,Crime,Drama
20,000 Leagues Under the Sea	20000 lieues sous les mers	0	1907	\N	10	Adventure,Fantasy,Sci-Fi
Ali Baba and the Forty Thieves	Ali Baba et les quarante voleurs	0	1907	\N	8	Drama,Fantasy,Short
Angelo, Tyrant of Padua	Angelo, Tyran fra Padua	0	1907	\N	\N	Drama,Short
An Awful Skate; or, The Hobo on Rollers	An Awful Skate; or, The Hobo on Rollers	0	1907	\N	\N	Comedy,Family,Short
The Bandit Makes Good	The Bandit Makes Good	0	1908	\N	\N	Short,Western
A Batalha das Flores no Campo Grande	A Batalha das Flores no Campo Grande	0	1907	\N	3	Documentary,Short
Bauernhaus und Grafenschloß	Bauernhaus und Grafenschloß	0	1907	\N	\N	Short
Ben Hur	Ben Hur	0	1907	\N	15	Drama,Short
The Lady with the Camellias	Kameliadamen	0	1907	\N	\N	Drama,Romance,Short
El ciego de la aldea	El ciego de la aldea	0	1907	\N	8	Crime,Drama,Short
Concurso de sardanas en el parque Guell	Concurso de sardanas en el parque Guell	0	1907	\N	6	Documentary,Short
A Curious Dream	A Curious Dream	0	1907	\N	\N	Drama,Short
La dea del mare	La dea del mare	0	1907	\N	\N	Short
Der var engang	Der var engang	0	1907	\N	\N	Short
Descoberta da América por Cristovão Colombo	Descoberta da América por Cristovão Colombo	0	1907	\N	\N	Documentary,Short
Dr. Skinum	Dr. Skinum	0	1907	\N	10	Comedy,Short
The Prodigal Son	L'enfant prodigue	0	1907	\N	9	Drama,Short
Eureka Stockade	Eureka Stockade	0	1907	\N	\N	Short
Fiestas de San Antonio	Fiestas de San Antonio	0	1907	\N	\N	Documentary,Short
The Flight from the Seraglio	Flugten fra seraillet	0	1907	\N	\N	Drama,Short
From the Rococo Times	Rosen	0	1908	\N	9	Drama,Short
Fyrtøjet	Fyrtøjet	0	1907	\N	\N	Short
The Magic Mirror	Les glaces merveilleuses	0	1907	\N	7	Short
Hamlet, Prince of Denmark	Hamlet	0	1907	\N	\N	Drama,Short
Isbjørnejagten	Isbjørnejagten	0	1907	\N	\N	Drama,Short
Lohengrin	Lohengrin	0	1910	\N	\N	Drama,Short
Lion Hunting	Løvejagten	0	1907	\N	10	Adventure,Drama,Short
The Magic Fountain Pen	The Magic Fountain Pen	0	1909	\N	\N	Animation,Short
A Misalliance	Mesalliancen	0	1907	\N	\N	Drama,Short
Mordet paa Fyn	Mordet paa Fyn	0	1907	\N	\N	Crime,Drama,Short
Mr. Gay and Mrs.	Mr. Gay and Mrs.	0	1907	\N	\N	Comedy,Short
La muerte del tirano	La muerte del tirano	0	1907	\N	\N	Short
En ny hat til Madammen	En ny hat til Madammen	0	1906	\N	\N	Comedy,Short
Othello	Otello	0	1906	\N	\N	Drama,Music,Romance
Othello	Othello	0	1908	\N	\N	Drama,Romance,Short
In the Sultan's Power	In the Sultan's Power	0	1909	\N	\N	Adventure,Short
Procesión marítima en Santa Cristina	Procesión marítima en Santa Cristina	0	1907	\N	6	Documentary,Short
O Rapto de Uma Actriz	O Rapto de Uma Actriz	0	1907	\N	\N	Drama,Short
The Red Spectre	Le spectre rouge	0	1907	\N	9	Fantasy,Horror,Short
Robbery Under Arms	Robbery Under Arms	0	1907	\N	\N	Drama
Romería a San Medín	Romería a San Medín	0	1907	\N	\N	Documentary,Short
The Robber's Sweetheart	Røverens brud	0	1907	\N	\N	Drama,Short
Salaviinanpolttajat	Salaviinanpolttajat	0	1907	\N	20	Comedy,Short
Stalking and Shooting Caribou in Newfoundland	Stalking and Shooting Caribou in Newfoundland	0	1907	\N	\N	Documentary,Short
The Will	Testamentet	0	1908	\N	\N	Drama,Short
That Fatal Sneeze	That Fatal Sneeze	0	1907	\N	6	Comedy,Fantasy,Short
Tierra baja	Tierra baja	0	1907	\N	20	Short
The Magic Bag	Tryllesækken	0	1907	\N	\N	Comedy,Short
The Ugly Duckling	The Ugly Duckling	0	1907	\N	\N	Short
Villafranca: Fiestas del Drac y bailes típicos	Villafranca: Fiestas del Drac y bailes típicos	0	1907	\N	6	Documentary,Short
Yale Laundry	Yale Laundry	0	1907	\N	\N	Comedy,Short
'Ostler Joe	'Ostler Joe	0	1908	\N	\N	Drama,Short
The Adventures of Dollie	The Adventures of Dollie	0	1908	\N	12	Action,Short
After Many Years	After Many Years	0	1908	\N	17	Drama,Short
Hamlet	Amleto	0	1908	\N	\N	Drama
Hamlet	Amleto	0	1908	\N	\N	Drama,Short
Amor que mata	Amor que mata	0	1908	\N	14	Short
The Anarchist's Sweetheart	The Anarchist's Sweetheart	0	1908	\N	\N	Drama,Short
Antony and Cleopatra	Antony and Cleopatra	0	1908	\N	\N	Drama,History,Romance
As You Like It	As You Like It	0	1908	\N	\N	Short
The Assassination of the Duke de Guise	L'assassinat du duc de Guise	0	1908	\N	15	Drama,History,Short
At the Crossroads of Life	At the Crossroads of Life	0	1908	\N	\N	Drama,Short
At the French Ball	At the French Ball	0	1908	\N	7	Comedy,Short
An Awful Moment	An Awful Moment	0	1908	\N	12	Drama,Short
Balked at the Altar	Balked at the Altar	0	1908	\N	12	Comedy,Short
The Bandit's Waterloo	The Bandit's Waterloo	0	1908	\N	12	Action,Short
Barbara Fritchie: The Story of a Patriotic American Woman	Barbara Fritchie: The Story of a Patriotic American Woman	0	1908	\N	\N	Drama,History,Short
Behind the Scenes	Behind the Scenes	0	1908	\N	9	Drama,Short
Betrayed by a Handprint	Betrayed by a Handprint	0	1908	\N	9	Crime,Short
Biblical Scenes	Biblical Scenes	0	1908	\N	\N	Short
Bjørnejagten	Bjørnejagten	0	1910	\N	\N	Comedy,Short
The Black Viper	The Black Viper	0	1908	\N	10	Drama,Short
Bobby's Kodak	Bobby's Kodak	0	1908	\N	\N	Comedy,Short
The Boston Tea Party	The Boston Tea Party	0	1908	\N	\N	Drama,History,Short
The Boy Detective, or The Abductors Foiled	The Boy Detective, or The Abductors Foiled	0	1908	\N	5	Comedy,Drama,Short
A Calamitous Elopement	A Calamitous Elopement	0	1908	\N	12	Comedy,Short
The Call of the Wild	The Call of the Wild	0	1908	\N	16	Action,Short
Los calzoncillos de Tony	Los calzoncillos de Tony	0	1908	\N	12	Short
Il cane riconoscente	Il cane riconoscente	0	1907	\N	\N	Short
Carreras de caballos de 1908	Carreras de caballos de 1908	0	1908	\N	10	Documentary,Short
The Puppet's Nightmare	Le cauchemar de Fantoche	0	1908	\N	2	Animation,Short
Caught by Wireless	Caught by Wireless	0	1908	\N	10	Drama,Short
The Christmas Burglars	The Christmas Burglars	0	1908	\N	11	Comedy,Short
Humanity Through the Ages	La civilisation à travers les âges	0	1908	\N	\N	Short
Classmates	Classmates	0	1908	\N	\N	Drama,Romance,Short
The Clubman and the Tramp	The Clubman and the Tramp	0	1908	\N	17	Comedy,Short
Los competidores	Los competidores	0	1908	\N	6	Short
Concealing a Burglar	Concealing a Burglar	0	1908	\N	11	Drama,Short
Corrida de toros con Antonio Fuentes	Corrida de toros con Antonio Fuentes	0	1908	\N	25	Documentary,Short,Sport
Corrida de toros con Ricardo Torres 'Bombita'	Corrida de toros con Ricardo Torres 'Bombita'	0	1908	\N	9	Documentary,Short,Sport
The Count of Monte Cristo	The Count of Monte Cristo	0	1908	\N	14	Action,Drama,Short
Cupid's Pranks	Cupid's Pranks	0	1908	\N	10	Comedy,Fantasy,Short
El curioso impertinente	El curioso impertinente	0	1908	\N	12	Short
Desdemona	Desdemona	0	1908	\N	\N	Drama,Short
The Devil	The Devil	0	1908	\N	10	Drama,Short
La Dolores	La Dolores	0	1908	\N	15	Short
Don Juan Tenorio	Don Juan Tenorio	0	1908	\N	15	Drama,Short
Don Quijote	Don Quijote	0	1908	\N	\N	Drama
Don Álvaro o la fuerza del sino	Don Álvaro o la fuerza del sino	0	1908	\N	\N	Drama
Ex-Convict No. 900	Ex-Convict No. 900	0	1908	\N	\N	Drama,Short
Excursión a Montserrat	Excursión a Montserrat	0	1908	\N	\N	Documentary,Short
The Fairylogue and Radio-Plays	The Fairylogue and Radio-Plays	0	1908	\N	120	Adventure,Fantasy
Falsely Accused!	Falsely Accused!	0	1908	\N	\N	Drama,Short
A Famous Escape	A Famous Escape	0	1908	\N	\N	Drama,Short
A Fantasy	Fantasmagorie	0	1908	\N	2	Animation,Fantasy,Short
The Fatal Hour	The Fatal Hour	0	1908	\N	14	Crime,Short
Father Gets in the Game	Father Gets in the Game	0	1908	\N	10	Comedy,Short
The Feud and the Turkey	The Feud and the Turkey	0	1908	\N	15	Drama,Romance,Short
Fiestas del carnaval de 1908 en Barcelona	Fiestas del carnaval de 1908 en Barcelona	0	1908	\N	\N	Documentary,Short
A Florida Feud: or, Love in the Everglades	A Florida Feud: or, Love in the Everglades	0	1909	\N	\N	Drama,Short
The Flower Girl of Paris	The Flower Girl of Paris	0	1908	\N	\N	Drama,Short
For Love of Gold	For Love of Gold	0	1908	\N	9	Crime,Short
For a Wife's Honor	For a Wife's Honor	0	1908	\N	8	Drama,Short
The French Maid	The French Maid	0	1908	\N	\N	Short
El fusilamiento de Dorrego	El fusilamiento de Dorrego	0	1908	\N	\N	History,Short
Gerona monumental	Gerona monumental	0	1908	\N	\N	Documentary,Short
The Girl and the Outlaw	The Girl and the Outlaw	0	1908	\N	14	Action,Short,Western
The Greaser's Gauntlet	The Greaser's Gauntlet	0	1908	\N	17	Action,Short
